Record_ID,Sale_Date,City,Neighborhood,Property_Type,Bedrooms,Bathrooms,Area_sqft,Lot_Size,Floors,House_Age,Garage_Capacity,Distance_to_City,Crime_Rate,School_Rating,Has_Garden,Has_Pool,Condition,Heating_Type,Target_Column
190,2025-06-11,Mumbai,Mumbai,Apartment,4,4,2398.3,5085.1,3,17,0,8.3,2.9,4.5,False,False,Fair,Solar,24158200.26
191,2025-04-20,Nashik,Nashik,Independent House,3,4,1230.3,1652.5,1,1,0,10.7,5.1,4.8,True,False,Excellent,Solar,13168489.5
192,2025-01-30,Mumbai,Mumbai,Independent House,4,4,1973.8,4825.4,2,11,2,14.4,8.5,2.8,True,False,Good,Gas,19665533.81
193,2025-09-14,Nashik,Nashik,Villa,2,3,1047.8,1905.5,3,26,0,19.5,2.2,2.5,True,True,Fair,Electric,10624213.53
194,2025-12-01,Nashik,Nashik,Apartment,4,4,2273.5,3986.4,3,13,3,23.8,1.1,5.0,False,False,Fair,Electric,22116014.41
195,2024-01-27,Pune,Pune,Villa,1,2,869.1,1185.3,3,19,1,36.1,8.2,4.4,False,False,Fair,Electric,7445283.52
196,2025-11-04,Pune,Pune,Apartment,2,3,825.5,1851.2,2,36,1,27.8,6.7,3.4,False,False,Fair,Gas,8093323.15
197,2024-09-23,Nashik,Nashik,Villa,2,3,692.0,1678.7,2,11,0,9.7,3.0,4.6,False,False,Excellent,Electric,7566367.44
198,2024-07-24,Pune,Pune,Independent House,5,6,2169.3,3820.4,1,4,0,34.8,4.4,2.9,True,True,Poor,Gas,22826875.46
199,2024-03-31,Nagpur,Nagpur,Villa,1,1,1178.8,2338.0,1,21,2,25.7,1.0,2.8,True,True,Poor,Electric,12001817.5
200,2024-08-19,Pune,Pune,Villa,1,1,986.1,1360.0,2,34,0,35.8,7.8,3.6,True,True,Fair,Gas,9424175.56
201,2025-05-16,Nashik,Nashik,Apartment,3,2,1972.6,4445.0,2,4,2,18.8,5.7,3.6,False,True,Good,Electric,19593708.87
202,2024-02-19,Thane,Thane,Independent House,2,1,1853.8,3569.6,1,1,0,15.3,6.9,2.1,False,True,Excellent,Gas,17706946.37
203,2024-10-03,Thane,Thane,Independent House,2,1,1308.1,1901.8,3,35,1,9.0,7.2,2.0,False,True,Good,Electric,12008449.1
204,2024-10-29,Nagpur,Nagpur,Independent House,4,5,1614.3,2414.6,1,7,3,8.7,2.8,2.8,True,False,Poor,Gas,16852797.71
205,2025-04-12,Pune,Pune,Villa,1,1,1283.3,2618.3,1,0,3,6.8,1.8,3.5,True,False,Fair,Electric,12223899.62
206,2025-11-10,Pune,Pune,Villa,3,3,2370.9,5268.7,2,23,3,29.8,1.9,4.3,True,True,Fair,Electric,23500105.29
207,2025-10-26,Nagpur,Nagpur,Apartment,4,3,1879.6,4212.1,1,23,0,16.6,9.7,2.8,False,False,Excellent,Gas,17934269.77
208,2025-05-14,Nagpur,Nagpur,Villa,1,1,1442.3,3426.5,2,26,3,8.1,4.4,3.1,True,True,Poor,Gas,13801485.94
209,2025-05-08,Pune,Pune,Independent House,3,4,2172.4,4724.0,3,33,1,39.1,7.0,3.0,True,False,Poor,Gas,20785468.72
210,2024-12-04,Pune,Pune,Apartment,4,3,1839.2,3679.9,1,0,3,34.2,8.8,2.2,False,False,Good,Solar,17465996.13
211,2025-02-17,Mumbai,Mumbai,Independent House,1,1,1184.4,2039.3,3,29,3,4.4,5.5,2.9,False,True,Excellent,Gas,10956381.31
212,2025-07-27,Nashik,Nashik,Independent House,4,4,1833.4,3460.2,3,32,3,38.1,4.3,2.2,True,False,Poor,Solar,17200511.72
213,2025-02-23,Pune,Pune,Independent House,1,1,1063.1,1172.7,2,14,2,22.4,4.4,2.3,True,False,Good,Gas,9546690.21
214,2025-11-05,Nagpur,Nagpur,Independent House,3,3,2209.6,4647.9,1,12,3,2.8,6.7,4.0,True,False,Good,Electric,21946796.43
215,2025-09-12,Thane,Thane,Independent House,5,5,2316.0,4113.4,3,37,1,28.0,2.6,4.4,True,False,Poor,Electric,23132112.78
216,2025-10-09,Thane,Thane,Apartment,4,4,2603.4,6375.8,2,25,3,32.4,2.2,3.8,False,False,Fair,Solar,24915935.83
217,2024-01-14,Nagpur,Nagpur,Apartment,3,4,1079.0,1948.1,3,11,2,28.7,7.8,3.7,False,False,Poor,Gas,11309303.9
218,2024-04-14,Nagpur,Nagpur,Independent House,3,2,1661.3,3416.9,1,18,0,27.9,3.7,4.3,True,False,Good,Solar,16281125.24
219,2024-09-14,Mumbai,Mumbai,Villa,3,4,1201.1,2486.4,1,18,3,16.1,9.6,4.9,False,True,Good,Solar,12351327.17
220,2024-05-02,Thane,Thane,Villa,3,4,1296.9,1783.3,3,38,1,12.5,2.6,4.0,True,True,Fair,Solar,13331310.17
221,2025-07-17,Thane,Thane,Independent House,2,1,1473.5,2582.9,1,21,0,7.0,3.9,2.2,False,False,Fair,Solar,13878819.66
222,2024-10-27,Nashik,Nashik,Independent House,2,3,1559.8,2624.1,3,10,3,4.6,3.0,2.6,False,False,Poor,Solar,15340036.16
223,2025-07-07,Nashik,Nashik,Apartment,3,2,2129.3,3670.8,3,22,1,38.4,7.1,3.0,True,False,Fair,Solar,19238220.62
224,2025-11-17,Pune,Pune,Apartment,2,2,1676.9,2596.6,1,12,0,7.5,9.6,3.6,True,True,Poor,Gas,16209260.02
225,2025-07-25,Nashik,Nashik,Apartment,4,4,1758.8,3773.7,1,4,0,18.9,4.0,2.3,True,True,Fair,Electric,18951744.72
226,2025-05-29,Nashik,Nashik,Independent House,1,1,962.2,1583.1,1,1,0,26.0,6.6,4.3,True,True,Fair,Solar,10058287.16
227,2025-11-24,Nashik,Nashik,Independent House,4,4,2228.6,5016.5,1,25,3,7.1,3.0,4.2,False,True,Fair,Gas,22645519.3
228,2025-10-23,Nagpur,Nagpur,Apartment,1,1,899.3,1710.3,2,0,0,12.9,7.7,4.7,False,True,Good,Gas,8923833.87
229,2025-11-18,Nashik,Nashik,Apartment,2,1,1673.2,3412.2,3,11,0,34.2,9.4,5.0,False,True,Good,Solar,16441164.13
230,2025-08-03,Thane,Thane,Villa,1,1,424.2,526.0,3,15,0,36.1,3.9,3.4,False,True,Poor,Gas,4018345.5
231,2025-05-13,Nashik,Nashik,Apartment,2,3,1875.7,2789.9,2,27,1,27.5,4.0,3.4,False,False,Excellent,Electric,17548348.88
232,2024-08-05,Thane,Thane,Independent House,4,3,1673.3,3559.1,3,16,0,29.4,9.0,4.5,True,False,Fair,Solar,16498162.05
233,2025-09-20,Pune,Pune,Independent House,4,3,1989.7,3282.0,3,23,2,6.2,5.5,2.3,False,True,Good,Electric,19524271.6
234,2024-02-13,Pune,Pune,Independent House,4,5,1849.0,3938.9,2,9,2,2.6,7.9,2.7,False,False,Fair,Electric,18881358.72
235,2025-01-09,Nagpur,Nagpur,Apartment,1,1,959.4,1193.9,3,20,2,33.6,3.4,3.6,True,False,Fair,Electric,9050872.74
236,2024-06-02,Pune,Pune,Villa,3,3,1849.9,3295.7,2,22,0,20.6,2.3,2.5,True,False,Excellent,Solar,18011466.91
237,2025-08-10,Pune,Pune,Apartment,4,3,1612.5,3298.0,2,30,1,24.0,6.8,3.2,True,True,Excellent,Solar,16945648.76
238,2025-09-13,Nagpur,Nagpur,Villa,2,3,1682.1,3261.7,3,25,0,35.3,7.6,4.5,True,True,Good,Gas,16624733.36
239,2025-01-29,Nagpur,Nagpur,Apartment,4,3,1827.8,3698.6,2,39,1,29.2,4.1,3.4,True,True,Good,Solar,17952454.08
240,2025-09-09,Pune,Pune,Apartment,3,2,1876.4,2317.1,2,38,0,35.2,5.8,4.3,True,False,Poor,Solar,17431552.05
241,2024-09-17,Pune,Pune,Apartment,2,3,604.7,859.4,2,27,3,14.7,8.2,4.7,True,False,Excellent,Electric,6742258.67
242,2024-04-19,Nashik,Nashik,Independent House,1,1,989.3,2070.5,1,0,0,21.3,4.4,2.6,False,False,Fair,Electric,9013405.47
243,2024-11-10,Nashik,,Independent House,3,4,1821.6,,2,17,1,17.1,,,False,False,Poor,,17354645.49
244,2025-10-13,Nagpur,nagpur,Apartment,3,4,2145.7,3701.9,3,14,1,4.9,5.6,4.4,True,True,Good,Electric,22169529.33
245,2025-10-17,Pune,Pune,Apartment,2,2,1977.6,3202.1,3,14,0,29.3,9.4,3.2,False,True,Good,Solar,18501693.84
246,2024-10-09,Mumbai,Mumbai,Villa,3,2,2047.9,3716.5,3,38,1,25.0,7.1,3.1,True,True,Poor,Electric,19513503.5
247,2025-09-12,Pune,Pune,Villa,2,3,982.3,2344.7,3,4,2,29.3,6.0,3.7,False,False,Poor,Solar,9571482.45
248,2025-07-30,Nagpur,Nagpur,Apartment,4,3,1810.0,2174.5,2,35,2,37.9,8.2,4.9,False,False,Fair,Electric,17271799.37
249,2024-09-11,Nashik,Nashik,Villa,1,1,1056.2,1543.1,2,7,1,27.4,3.1,2.9,False,True,Fair,Gas,9681161.74
250,2024-09-04,Pune,Pune,Apartment,2,2,1204.7,2833.5,2,13,1,37.9,7.1,4.7,False,True,Good,Gas,11820117.42
251,2025-09-27,Nashik,Nashik,Independent House,3,2,1983.9,2515.3,1,6,3,24.9,7.9,3.6,True,False,Fair,Electric,18590088.34
252,2025-12-03,Nagpur,Nagpur,Villa,4,4,1848.0,2607.4,3,25,1,3.1,8.2,3.4,True,False,Excellent,Solar,18921134.87
253,2025-04-27,Nashik,Nashik,Villa,1,1,1067.4,1741.1,1,13,2,15.1,8.8,2.6,False,True,Fair,Gas,10050459.78
254,2024-08-29,Nashik,Nashik,Villa,3,3,1156.2,2654.7,2,23,3,8.0,2.2,3.7,True,True,Good,Gas,12542488.47
255,2025-12-08,Mumbai,Mumbai,Apartment,3,2,1753.3,2963.2,1,11,2,31.6,3.7,3.7,True,False,Fair,Electric,16616073.45
256,2024-12-29,Nashik,Nashik,Independent House,4,4,1619.3,2599.6,3,16,2,14.4,4.7,3.1,True,True,Poor,Solar,16950577.75
257,2024-06-14,Mumbai,Mumbai,Villa,3,3,1309.1,2597.7,1,29,1,26.0,9.4,3.3,False,True,Fair,Solar,12986351.66
258,2024-08-03,Mumbai,Mumbai,Apartment,3,3,1398.6,3276.7,2,17,3,17.1,2.7,2.1,True,False,Excellent,Gas,14265511.98
259,2024-09-10,Pune,Pune,Villa,3,2,2022.0,3707.5,1,25,0,11.2,2.4,4.0,False,False,Good,Gas,19159890.12
260,2024-06-30,Thane,Thane,Villa,1,2,1198.5,2761.9,2,22,3,19.2,8.8,4.8,False,True,Poor,Solar,11473618.17
261,2024-05-19,Thane,Thane,Villa,2,2,1105.6,1567.8,1,34,3,13.0,4.7,2.5,True,True,Excellent,Solar,10840375.78
262,2024-06-16,Pune,Pune,Independent House,5,5,2569.4,5581.4,2,0,1,32.1,5.9,2.6,False,False,Poor,Electric,24927005.92
263,2024-07-05,Mumbai,,Apartment,4,3,1537.3,,3,33,2,12.1,,,False,True,Poor,,15694679.76
264,2024-04-02,Pune,Pune,Villa,1,1,757.6,853.9,1,20,0,8.3,1.9,2.8,False,True,Good,Electric,7756209.15
265,2025-07-10,Mumbai,Mumbai,Apartment,1,1,730.3,1515.8,1,29,2,4.1,7.8,2.4,False,False,Fair,Electric,6699456.06
266,2025-02-02,Nagpur,Nagpur,Villa,4,3,1620.4,3532.0,2,24,1,29.8,1.3,3.4,True,True,Fair,Gas,16665648.86
267,2025-10-10,Pune,Pune,Apartment,3,4,1398.9,2035.0,3,7,2,8.8,9.0,4.6,True,True,Good,Electric,14843628.86
268,2024-04-03,Nagpur,Nagpur,Villa,1,1,1067.5,2042.6,3,2,3,27.8,2.4,4.3,True,True,Excellent,Gas,10756543.94
269,2024-09-13,Pune,Pune,Villa,3,2,1322.1,2357.2,2,8,2,32.4,4.9,2.6,False,False,Poor,Solar,12906391.54
270,2024-06-07,Thane,Thane,Villa,1,2,1285.8,2392.9,2,11,3,11.7,8.5,4.7,True,True,Fair,Electric,13280223.15
271,2025-11-30,Thane,Thane,Independent House,4,5,2212.8,5169.3,3,11,2,31.3,3.1,4.2,False,True,Good,Solar,22404117.28
272,2024-07-15,Nagpur,Nagpur,Independent House,2,1,1393.9,2554.3,1,6,0,33.6,2.2,4.6,True,True,Poor,Solar,14370426.54
273,2025-01-04,Mumbai,Mumbai,Villa,2,2,802.1,1293.7,3,3,0,1.5,9.3,4.0,True,False,Fair,Solar,8420378.77
274,2025-06-22,Pune,Pune,Independent House,5,4,2146.7,4869.2,1,4,1,38.5,1.9,4.2,False,True,Good,Solar,22149177.23
275,2025-06-30,Pune,,Villa,1,2,1497.4,,2,36,3,35.4,,,False,False,Fair,,13096663.93
276,2025-04-03,Nagpur,Nagpur,Apartment,1,1,300.0,510.8,3,40,2,24.7,6.1,2.6,False,False,Excellent,Electric,1992841.19
277,2024-02-08,Mumbai,Mumbai,Apartment,2,1,1002.3,2483.8,1,19,2,1.8,8.4,4.1,False,True,Good,Electric,9802579.97
278,2024-04-07,Thane,Thane,Villa,1,1,1056.7,1298.4,2,19,1,29.6,7.5,4.4,True,False,Excellent,Solar,10088360.78
279,2024-11-08,Mumbai,Mumbai,Villa,2,2,1675.7,3907.2,2,22,3,37.3,2.1,4.3,True,False,Good,Electric,15728590.29
280,2025-05-02,Mumbai,Mumbai,Apartment,1,2,1146.9,2820.6,3,25,0,9.7,3.6,3.2,True,False,Poor,Electric,10986469.91
281,2024-09-29,Mumbai,Mumbai,Villa,5,4,2007.9,3560.6,1,8,3,16.4,6.1,3.7,True,True,Excellent,Gas,21132596.42
282,2024-02-15,Nagpur,Nagpur,Apartment,2,1,1252.2,1981.5,3,20,0,31.0,2.5,3.0,False,True,Good,Solar,11857537.45
283,2025-04-27,Nagpur,Nagpur,Apartment,1,1,909.1,1309.3,3,3,1,34.9,8.4,2.0,True,False,Good,Gas,8727627.73
284,2024-10-17,Mumbai,Mumbai,Independent House,2,2,702.2,1490.0,1,39,0,15.7,9.2,3.6,False,True,Fair,Gas,6834117.75
285,2025-06-04,Nagpur,Nagpur,Apartment,1,1,324.2,657.5,3,17,2,34.7,1.2,4.6,False,True,Fair,Electric,3873399.82
286,2024-01-19,Pune,Pune,Villa,2,1,1912.3,4691.9,3,32,0,2.6,9.3,2.9,False,False,Fair,Solar,17055627.58
287,2024-03-30,Pune,Pune,Independent House,2,2,963.6,1904.1,2,3,0,37.8,9.5,2.7,False,False,Good,Electric,9987643.29
288,2025-12-06,Nashik,Nashik,Independent House,3,4,1517.4,2623.4,1,21,1,26.4,6.2,4.1,True,True,Good,Electric,15850242.64
289,2024-11-22,Mumbai,Mumbai,Villa,4,5,2863.4,6826.2,2,36,0,22.7,9.5,2.4,False,True,Poor,Electric,27446414.67
290,2024-08-25,Thane,Thane,Apartment,1,2,408.9,536.8,1,17,0,6.1,1.2,5.0,False,True,Fair,Gas,5248912.25
291,2025-02-22,Mumbai,Mumbai,Apartment,3,4,1284.4,2693.1,2,30,1,34.2,5.4,2.4,True,True,Fair,Electric,12921610.1
292,2025-09-14,Mumbai,Mumbai,Villa,2,1,1628.0,2194.4,2,4,3,27.8,8.8,4.7,False,False,Fair,Electric,15584823.07
293,2025-07-04,Thane,Thane,Independent House,2,3,870.4,1739.0,3,33,0,21.3,5.1,4.5,True,True,Excellent,Solar,9002053.22
294,2025-10-23,Nagpur,Nagpur,Independent House,1,1,853.1,1463.5,2,18,2,19.0,4.8,3.8,True,True,Excellent,Gas,8990252.29
295,2024-09-13,Mumbai,Mumbai,Independent House,4,5,1711.6,2824.7,2,8,3,2.0,5.1,4.7,True,False,Good,Solar,17283803.87
296,2025-01-24,Thane,Thane,Apartment,3,3,1477.0,2375.3,3,40,3,29.3,9.8,3.8,True,False,Fair,Solar,13959956.68
297,2024-05-14,Mumbai,Mumbai,Apartment,3,2,2188.0,4762.8,1,11,3,13.0,7.6,4.9,False,True,Fair,Gas,20874372.96
298,2025-07-14,Pune,Pune,Independent House,2,1,549.7,1284.0,1,38,1,24.0,5.3,3.2,True,True,Good,Gas,5943777.94
299,2025-09-17,Nashik,Nashik,Independent House,3,2,1567.0,3596.8,3,9,2,13.9,1.8,2.3,True,True,Good,Electric,16161519.47
300,2025-12-12,Mumbai,Mumbai,Villa,1,1,1498.0,2324.9,2,19,0,30.6,8.6,2.2,False,True,Poor,Solar,13397705.71
301,2024-11-20,Thane,Thane,Independent House,2,1,1585.5,3363.8,3,36,0,19.9,7.2,4.8,False,False,Fair,Gas,14649293.8
302,2024-07-31,Mumbai,Mumbai,Villa,3,4,1059.0,1895.0,1,31,1,28.6,9.8,2.0,True,False,Poor,Gas,10258581.27
303,2025-12-03,Mumbai,Mumbai,Villa,3,2,1177.9,2352.0,3,0,2,10.9,1.6,2.9,False,True,Excellent,Gas,12834368.21
304,2024-02-27,Nagpur,Nagpur,Villa,4,4,1826.4,4047.6,3,30,1,19.8,6.6,4.7,False,False,Fair,Solar,18463077.76
305,2025-09-01,Pune,Pune,Villa,3,3,1166.9,1391.8,1,22,2,33.8,4.1,3.1,True,False,Fair,Solar,11693656.49
306,2025-03-30,Mumbai,Mumbai,Villa,4,3,2006.7,3476.9,2,23,1,21.5,2.6,3.1,True,True,Good,Gas,20341084.99
307,2024-02-15,Nashik,Nashik,Independent House,3,3,1191.7,1549.9,1,20,1,9.0,1.3,3.2,True,True,Excellent,Electric,13181246.87
308,2024-10-06,Mumbai,Mumbai,Villa,3,4,1349.6,1527.1,2,19,1,13.5,2.7,2.8,False,False,Excellent,Gas,13590737.16
309,2024-11-14,Mumbai,Mumbai,Villa,3,2,2118.5,3369.4,2,34,2,6.5,7.3,2.8,True,True,Poor,Gas,20407035.29
310,2024-12-06,Nashik,Nashik,Independent House,4,3,1885.9,3087.3,1,6,3,16.3,7.3,4.7,False,False,Excellent,Electric,18872050.52
311,2024-07-06,Nagpur,Nagpur,Independent House,3,3,1298.9,2257.3,3,6,3,19.4,9.5,2.4,False,False,Fair,Electric,12616467.4
312,2024-11-29,Mumbai,Mumbai,Apartment,2,1,1381.3,2445.1,1,22,2,30.9,6.4,2.4,True,False,Fair,Solar,12834608.0
313,2024-12-16,Thane,Thane,Apartment,1,2,851.8,1590.4,2,15,3,3.6,2.9,4.1,False,False,Good,Solar,8467652.67
314,2025-09-04,Mumbai,Mumbai,Independent House,3,4,1103.2,1390.1,3,31,3,13.7,1.9,3.3,False,False,Poor,Electric,10831307.54
315,2025-08-14,Thane,Thane,Apartment,1,1,765.9,1793.8,3,8,0,30.5,6.9,3.4,False,False,Fair,Electric,6978581.13
316,2025-07-16,Nashik,Nashik,Apartment,1,1,500.5,1244.6,3,22,0,24.8,5.6,4.5,False,True,Fair,Gas,4813451.78
317,2024-07-11,Pune,Pune,Villa,3,3,2144.7,3542.9,2,37,3,16.8,4.9,2.6,True,False,Poor,Gas,19933738.38
318,2025-10-19,Pune,Pune,Villa,1,1,1257.0,1508.9,1,0,1,29.1,5.4,3.3,True,True,Poor,Solar,12973224.03
319,2025-07-13,Nagpur,,Apartment,4,4,1754.8,,1,24,3,24.6,,,True,False,Excellent,,17950599.46
320,2025-10-07,Nagpur,Nagpur,Independent House,3,3,1023.2,1329.0,3,5,2,19.1,1.7,4.7,True,True,Excellent,Solar,11657787.94
321,2024-10-28,Nashik,Nashik,Apartment,1,2,903.0,2135.6,3,3,0,19.3,5.6,3.4,False,False,Fair,Solar,8249369.19
322,2024-03-19,Thane,Thane,Villa,4,4,1584.8,2118.4,1,37,2,32.5,6.6,2.9,True,True,Fair,Gas,15915578.33
323,2025-06-24,Pune,Pune,Villa,2,1,1200.4,2335.2,3,7,1,26.7,4.3,2.5,True,False,Excellent,Gas,11406584.3
324,2024-06-20,Mumbai,Mumbai,Villa,1,1,733.8,1051.6,2,24,1,9.2,7.6,3.0,False,True,Fair,Electric,6757478.03
325,2025-11-25,Nagpur,Nagpur,Independent House,3,2,1479.8,3043.8,2,24,3,11.2,5.8,3.3,False,False,Excellent,Gas,13685007.89
326,2024-12-11,Thane,Thane,Apartment,4,5,2119.1,3324.8,2,17,0,11.0,6.3,3.4,True,True,Fair,Solar,21520926.82
327,2024-04-04,Thane,Thane,Independent House,2,1,1565.1,1935.7,1,26,3,14.7,7.5,2.8,True,True,Good,Solar,15056455.69
328,2024-10-10,Nagpur,Nagpur,Independent House,1,1,992.6,1272.4,3,38,1,35.9,7.3,2.8,False,True,Fair,Electric,8560468.66
329,2025-02-06,Thane,Thane,Villa,2,2,1603.0,2509.8,1,24,2,38.3,3.4,3.3,False,True,Excellent,Gas,15444098.64
330,2025-05-24,Mumbai,Mumbai,Independent House,2,3,986.0,2344.4,3,6,2,5.0,1.7,3.7,False,False,Excellent,Gas,10138778.16
331,2025-01-28,Mumbai,Mumbai,Villa,3,3,1298.8,2473.6,3,25,3,19.6,4.6,4.2,True,True,Excellent,Solar,13405254.05
332,2024-06-29,Pune,Pune,Villa,1,2,300.0,498.3,3,19,0,15.2,8.7,3.0,False,False,Good,Electric,2623932.75
333,2024-03-05,Nagpur,Nagpur,Independent House,3,4,1144.9,2039.1,3,22,3,29.7,2.3,2.6,True,False,Fair,Electric,11219367.53
334,2024-08-26,Thane,Thane,Apartment,1,1,573.5,903.3,2,2,0,16.8,2.9,4.0,False,True,Good,Electric,6098196.98
335,2024-06-23,Thane,Thane,Apartment,3,2,1179.3,2455.1,1,15,0,7.7,1.4,2.9,True,False,Excellent,Gas,11853179.48
336,2024-02-16,Pune,Pune,Villa,1,1,604.2,1025.2,3,12,3,13.6,9.8,3.7,True,False,Excellent,Gas,5811723.26
337,2025-05-13,Mumbai,Mumbai,Apartment,1,2,1374.1,2576.1,2,23,1,37.1,1.4,2.3,False,True,Good,Gas,13510344.78
338,2024-07-03,Thane,Thane,Independent House,2,2,1319.8,2731.1,1,30,1,26.0,5.7,3.2,True,True,Excellent,Solar,12615612.9
339,2024-10-10,Pune,Pune,Apartment,3,2,1695.7,2424.7,1,35,0,25.1,8.8,5.0,True,False,Good,Solar,15919973.79
340,2024-04-16,Mumbai,Mumbai,Independent House,4,3,2111.9,4304.4,1,10,0,26.1,3.6,3.3,False,False,Good,Gas,19996768.4
341,2024-08-21,Nashik,Nashik,Independent House,2,1,1627.4,3433.8,3,15,2,17.3,7.7,4.7,True,True,Poor,Gas,15596541.95
342,2024-07-17,Nagpur,Nagpur,Villa,2,3,1249.5,1469.5,2,31,1,9.4,6.5,2.5,False,True,Good,Electric,12460888.66
343,2024-06-23,Thane,Thane,Independent House,3,3,2035.2,2555.3,2,8,3,17.3,7.8,2.7,False,True,Good,Gas,20233604.81
344,2024-08-15,Thane,Thane,Independent House,1,2,983.8,2235.0,2,30,0,29.5,7.6,2.7,False,False,Good,Solar,8891059.22
345,2024-09-03,Nagpur,Nagpur,Apartment,2,1,1917.3,4077.9,3,30,0,17.6,4.5,4.4,True,False,Poor,Gas,17758911.87
346,2024-05-21,Nagpur,,Villa,4,3,1781.4,,2,1,1,28.4,,,True,False,Good,,18004665.56
347,2024-12-09,Thane,Thane,Apartment,1,2,954.7,1564.6,3,4,2,21.7,3.7,4.3,True,True,Fair,Gas,9725671.79
348,2024-04-26,Thane,Thane,Independent House,4,3,1865.7,3009.4,3,23,0,22.9,8.0,2.4,False,True,Good,Solar,18540912.81
349,2025-11-25,Thane,Thane,Villa,3,4,1530.0,2276.7,1,27,2,14.5,5.4,3.6,True,False,Poor,Solar,15047254.8
350,2024-10-09,Pune,Pune,Apartment,2,1,994.4,2335.5,2,12,0,4.1,9.1,2.9,True,True,Poor,Gas,10494348.48
351,2024-03-05,Pune,Pune,Apartment,4,3,1928.8,3246.4,3,18,1,19.5,4.8,4.2,True,False,Fair,Electric,18916558.97
352,2024-08-20,Nashik,Nashik,Villa,1,1,857.3,1742.1,3,37,3,18.9,6.1,4.7,False,True,Excellent,Gas,7928481.76
353,2024-04-29,Pune,Pune,Villa,1,2,1167.0,2446.8,2,10,1,39.0,8.6,4.1,True,True,Good,Electric,11707367.88
354,2025-02-18,Mumbai,Mumbai,Apartment,3,4,1479.1,3005.3,2,2,1,15.5,5.9,2.5,False,True,Poor,Electric,15473392.57
355,2025-12-06,Nashik,Nashik,Villa,5,6,2237.5,4488.8,2,21,3,35.9,9.7,4.3,True,False,Excellent,Gas,23069236.86
356,2024-01-24,Pune,Pune,Villa,1,1,1391.0,3167.7,2,39,2,4.6,1.5,3.9,True,False,Excellent,Solar,12868862.89
357,2024-10-18,Mumbai,Mumbai,Villa,3,4,1042.5,2523.7,3,32,2,16.5,7.4,3.3,False,False,Poor,Solar,10612070.16
358,2025-09-04,Thane,Thane,Apartment,4,5,2187.5,4867.6,2,26,1,32.4,9.7,3.3,False,True,Fair,Electric,21771940.83
359,2024-07-09,Pune,Pune,Villa,4,3,2108.7,4551.8,1,37,0,17.0,9.2,3.2,False,True,Poor,Gas,20386887.92
360,2025-03-03,Nashik,Nashik,Independent House,4,4,1687.2,3177.1,2,31,1,2.0,1.0,2.8,False,True,Good,Gas,17201947.53
361,2025-08-12,Thane,thane,Villa,2,3,1794.8,3434.4,3,23,3,34.9,6.7,3.4,True,False,Good,Solar,17129077.09
362,2025-10-16,Thane,Thane,Independent House,4,3,1909.5,2537.1,2,22,2,17.4,9.2,3.1,False,False,Good,Solar,18426447.83
363,2024-05-20,Mumbai,Mumbai,Villa,2,3,1590.7,3692.8,3,20,2,11.6,7.3,3.1,False,True,Poor,Electric,15667659.53
364,2024-12-22,Nagpur,Nagpur,Villa,1,1,909.2,1640.8,1,9,0,17.3,9.2,2.3,True,True,Good,Electric,9500651.83
365,2024-05-13,Pune,Pune,Villa,4,3,2019.1,2302.3,1,19,1,6.0,7.2,4.1,False,True,Excellent,Gas,19918522.75
366,2024-05-06,Mumbai,Mumbai,Apartment,4,3,2071.4,2591.2,3,12,0,19.3,9.2,2.1,False,True,Good,Gas,20360079.95
367,2025-08-15,Mumbai,Mumbai,Independent House,1,2,1441.7,3500.9,2,17,2,7.3,5.5,4.2,True,True,Good,Solar,14228107.65
368,2025-01-23,Nashik,Nashik,Independent House,4,3,1646.1,3940.6,3,6,3,15.3,6.3,3.3,True,True,Good,Electric,17414683.07
369,2025-01-29,Mumbai,,Independent House,4,4,2596.5,,2,7,2,28.5,,,False,False,Fair,,25452931.97
370,2025-11-21,Mumbai,Mumbai,Apartment,5,5,2035.7,5046.3,2,18,1,34.4,9.1,4.4,False,True,Poor,Electric,20643451.25
371,2024-07-24,Nashik,Nashik,Villa,1,1,756.4,1256.3,3,25,0,29.9,9.0,2.5,False,True,Excellent,Gas,6869628.33
372,2025-04-10,Pune,Pune,Villa,3,4,1922.5,3712.6,3,37,3,14.9,7.0,4.9,False,False,Poor,Electric,18028570.71
373,2025-09-30,Thane,Thane,Apartment,2,1,1643.6,3718.6,2,3,0,38.9,4.4,4.0,True,False,Poor,Electric,16350027.1
374,2024-11-18,Nagpur,Nagpur,Villa,3,4,1719.1,3196.5,3,16,0,38.2,1.3,3.3,True,False,Poor,Gas,17536685.48
375,2025-07-29,Nagpur,,Independent House,4,5,2124.2,,1,10,2,28.9,,,False,False,Excellent,,20917232.23
376,2024-01-28,Thane,Thane,Independent House,2,3,1443.8,3137.5,2,22,2,3.4,6.3,2.4,False,False,Fair,Electric,14155039.98
377,2024-12-11,Mumbai,Mumbai,Independent House,3,3,1876.7,2212.6,1,22,1,10.2,3.8,2.3,True,False,Fair,Gas,18456450.02
378,2024-04-10,Thane,Thane,Apartment,2,3,532.3,784.3,3,26,3,23.9,9.9,3.1,False,False,Good,Electric,5322476.35
379,2024-09-28,Nashik,Nashik,Independent House,2,2,586.8,1150.6,2,10,3,8.9,6.7,4.9,True,True,Poor,Gas,7008803.66
380,2025-05-31,Nashik,Nashik,Villa,2,3,607.6,1171.8,2,6,0,23.1,5.8,3.3,False,True,Fair,Gas,6354557.03
